,entity_name,filename,entity_type,snippet
54,disponeeren,NL-HaNA_1.04.02_6847_0455.txt,GPE,entair te disponeeren met revis
55,zaemen,NL-HaNA_1.04.02_6847_0455.txt,GPE,’t zij te zaemen dan wel d
56,onverwarde,NL-HaNA_1.04.02_6847_0455.txt,GPE,rstand en onverwarde uijtspraa
57,opnieuws,NL-HaNA_1.04.02_6847_0455.txt,ORG,"praake
En opnieuws ter dispo"
58,"legateeren
",NL-HaNA_1.04.02_6847_0455.txt,PERSON,"tateur
te legateeren
Eerstelijk"
59,Edelheijd den Hoog Edele groot,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"zijn Hoog Edelheijd den Hoog Edele groot Agtbaare
"
60,Ieremias van Riemsdijk,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"are
Heere Ieremias van Riemsdijk gouverneu"
61,Eene somma van vijff duijzend,NL-HaNA_1.04.02_6847_0455.txt,PERSON,nds Jndia Eene somma van vijff duijzend Rijksdaal
62,Edelen Gestrenge Heer,NL-HaNA_1.04.02_6847_0455.txt,PERSON,n den wel Edelen Gestrenge Heer Pieter Ha
63,nederlaeds Jndia,NL-HaNA_1.04.02_6847_0455.txt,GPE,inair van nederlaeds Jndia en presid
64,Heeren Neemraden der Bataviase,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"legie van
Heeren Neemraden der Bataviase ommelande"
65,Mevrouwe Mariana Louisade,NL-HaNA_1.04.02_6847_0455.txt,PERSON,jn zuster Mevrouwe Mariana Louisade Fillietaz
66,Jandu,NL-HaNA_1.04.02_6847_0455.txt,PERSON,t de heer Jandu froidevil
67,Heer van froideville,NL-HaNA_1.04.02_6847_0455.txt,PERSON,oideville Heer van froideville en balens
68,Aubonne,NL-HaNA_1.04.02_6847_0455.txt,GPE,agtig tot Aubonne in Zwelse
69,Zwelserland,NL-HaNA_1.04.02_6847_0455.txt,GPE,ubonne in Zwelserland eene somm
70,eene somma van Vijffthien,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"elserland eene somma van Vijffthien
Duijzend "
71,Europa,NL-HaNA_1.04.02_6847_0455.txt,GPE,"en die
in Europa reeds zij"
72,Mejuffrouwe Sophia,NL-HaNA_1.04.02_6847_0455.txt,PERSON,ee nigten Mejuffrouwe Sophia en Consta
73,Corcille,NL-HaNA_1.04.02_6847_0455.txt,GPE,agtig tot Corcille in Zwilse
74,Zwilserland,NL-HaNA_1.04.02_6847_0455.txt,PERSON,rcille in Zwilserland ieder een
75,Europa,NL-HaNA_1.04.02_6847_0455.txt,GPE,ningen in Europa te betale
76,Jean Louis Maas,NL-HaNA_1.04.02_6847_0455.txt,PERSON,doop zoon Jean Louis Maas zoon van 
77,Heer en M,NL-HaNA_1.04.02_6847_0455.txt,PERSON," den
Agtb Heer en M:r Gijsber"
78,r Gijsbertus Maas,NL-HaNA_1.04.02_6847_0455.txt,PERSON,Heer en M:r Gijsbertus Maas ordinair 
79,Ed Agtbaare,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"Lid inden Ed Agtbaare
raad van "
80,Eerwaarden,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"anden wel Eerwaarden heer
Fred"
81,Fredericus Montanus,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"rden heer
Fredericus Montanus in naame "
82,Petronella Maria,NL-HaNA_1.04.02_6847_0455.txt,PERSON, in naame Petronella Maria eene somm
83,Hondert,NL-HaNA_1.04.02_6847_0455.txt,ORG,van vijff Hondert Rijksdaal
84,dogtertje van den onderkoopmantot nagapatnam,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"e aan het dogtertje van den onderkoopmantot nagapatnam
Fredrik w"
85,willem Bloeme,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"m
Fredrik willem Bloeme in naame "
86,Louisa Bloeme,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"Catharica Louisa Bloeme eene
somm"
87,Rijksdaalders van Agten,NL-HaNA_1.04.02_6847_0455.txt,PERSON, genoemde Rijksdaalders van Agten veertig e
88,Ttintig,NL-HaNA_1.04.02_6847_0455.txt,PERSON,ldens van Ttintig swaare st
89,Edelen gestr,NL-HaNA_1.04.02_6847_0235.txt,PERSON,e den wel Edelen gestr: h=r m=r 
90,Willem Vincent=,NL-HaNA_1.04.02_6847_0235.txt,PERSON,": h=r m=r Willem Vincent=
Helretius"
91,deeses Cas,NL-HaNA_1.04.02_6847_0235.txt,PERSON," Justitie deeses Cas„
teels to"
92,sijne begravenisse,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"orger van sijne begravenisse en toe„
z"
93,sijne,NL-HaNA_1.04.02_6847_0235.txt,PERSON,oogd over sijne te keijge
94,keijgene kind,NL-HaNA_1.04.02_6847_0235.txt,ORG, sijne te keijgene kind ofte kind
95,Erfgenamen,NL-HaNA_1.04.02_6847_0235.txt,GPE,"fgen:, of Erfgenamen, en ten o"
96,Maria Jans,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"detruijda
Maria Jans, tot een "
97,Cas sij,NL-HaNA_1.04.02_6847_0235.txt,PERSON,atrice in Cas sij de Eersts
98,Juff,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"ar moeder Juff=r
geertru"
99,Maria Jans,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"ertruijda Maria Jans, hier voo"
100,Lecludeerende de testat,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"n genoemd
Lecludeerende de testat=ren ’t Ee"
101,steeden,NL-HaNA_1.04.02_6847_0235.txt,GPE,le andere steeden of plaats
102,r sijne,NL-HaNA_1.04.02_6847_0235.txt,PERSON,en testat=r sijne te goed h
103,eligeert,NL-HaNA_1.04.02_6847_0235.txt,ORG,"verzoekt, eligeert, en const"
104,seer Eerbiedig,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"ueert hij seer Eerbiedig, de wel
E"
105,heeren bewindhebberen,NL-HaNA_1.04.02_6847_0235.txt,PERSON,ge: agtb: heeren bewindhebberen de geoctr
106,geoctroijeerde,NL-HaNA_1.04.02_6847_0235.txt,GPE,bberen de geoctroijeerde oost indi
107,Amsterdam,NL-HaNA_1.04.02_6847_0235.txt,GPE,"ter kamer Amsterdam, waar voo"
108,geregtigt weesen,NL-HaNA_1.04.02_6847_0235.txt,PERSON," daar
toe geregtigt weesen sal
Ensul"
109,reekenen,NL-HaNA_1.04.02_6847_0235.txt,GPE,"jt, af te reekenen, na de do"
110,seev,NL-HaNA_1.04.02_6847_0235.txt,ORG,"de
langst seev=de, acte "
111,Overschrijvinge,NL-HaNA_1.04.02_6847_0235.txt,GPE," acte van Overschrijvinge te doen, "
112,wylen Hendrik Jan van den Berghen,NL-HaNA_1.04.02_6847_0506.txt,PERSON,deren van wylen Hendrik Jan van den Berghen me jusf=r
113,besprookene,NL-HaNA_1.04.02_6847_0506.txt,GPE,"er vooren besprookene legaten
d"
114,rd aen ieder hunner,NL-HaNA_1.04.02_6847_0506.txt,ORG,n Honderd rd aen ieder hunner te bespre
115,bespreeken,NL-HaNA_1.04.02_6847_0506.txt,GPE,hunner te bespreeken een somma
116,Vijff,NL-HaNA_1.04.02_6847_0506.txt,GPE,"somma van Vijff
Honderd H"
117,linne,NL-HaNA_1.04.02_6847_0506.txt,PERSON, van zyde linne als wolle
118,wolle aen den,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"linne als wolle aen den E
Hendrik"
119,Hendrik Brugman,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"aen den E
Hendrik Brugman benevens "
120,"Pieter
Iosias",NL-HaNA_1.04.02_6847_0506.txt,PERSON,"en koopm: Pieter
Iosias van waerd"
121,inplaets van den,NL-HaNA_1.04.02_6847_0506.txt,PERSON,e wijders inplaets van den in mijn t
122,Arnoldus Frankena,NL-HaNA_1.04.02_6847_0506.txt,PERSON,enen heer Arnoldus Frankena en den op
123,GedeonDulez,NL-HaNA_1.04.02_6847_0506.txt,ORG,"n de heer GedeonDulez, die ik v"
124,zynetenemene,NL-HaNA_1.04.02_6847_0506.txt,GPE,"e ik voor zynetenemene moeiten
b"
125,George Theohee,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"de heeren George Theohee„
„ren en "
126,Pieter Iosias,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"„
„ren en Pieter Iosias van waard"
127,latenschap envoogden,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"mijne na
„latenschap envoogden over mijn"
128,versoeken,NL-HaNA_1.04.02_6847_0506.txt,GPE,"lykste te versoeken den
wel b"
129,baele gestrsteere,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"n den
wel baele gestrsteere Pieter Ha"
130,Pieter Haksteen,NL-HaNA_1.04.02_6847_0506.txt,PERSON,strsteere Pieter Haksteen Raad ordi
131,Hteemnaeden,NL-HaNA_1.04.02_6847_0506.txt,GPE,an heeren Hteemnaeden deser sta
132,Hendrik Brugmran,NL-HaNA_1.04.02_6847_0506.txt,PERSON,n de heer Hendrik Brugmran en zulks 
133,Executeuren,NL-HaNA_1.04.02_6847_0506.txt,GPE,"e„
stelde Executeuren en voogde"
134,Mejuff,NL-HaNA_1.04.02_6847_0506.txt,GPE, kinderen Mejuff Truijntje
135,"Truijntje
Bakker wed",NL-HaNA_1.04.02_6847_0506.txt,PERSON,"en Mejuff Truijntje
Bakker wed„e wijlen "
136,Pieter Ligthart,NL-HaNA_1.04.02_6847_0506.txt,PERSON,en deheer Pieter Ligthart ende heer
137,"heer willem van
Meeden",NL-HaNA_1.04.02_6847_0506.txt,PERSON,"hart ende heer willem van
Meeden die ik vo"
138,tenemene,NL-HaNA_1.04.02_6847_0506.txt,GPE,ndersints tenemene moeite be
139,Executeuren,NL-HaNA_1.04.02_6847_0506.txt,GPE,"
gestelde Executeuren en voogde"
140,versoeken,NL-HaNA_1.04.02_6847_0506.txt,GPE,oogden te versoeken de heeren
141,heeren Trans,NL-HaNA_1.04.02_6847_0506.txt,PERSON,soeken de heeren Trans de wilde 
142,"swaan
",NL-HaNA_1.04.02_6847_0506.txt,PERSON," wilde En swaan
en swart a"
143,amsterdam,NL-HaNA_1.04.02_6847_0506.txt,GPE,nagtig te amsterdam en sulks 
144,authoriteijt,NL-HaNA_1.04.02_6847_0506.txt,PERSON,t magt en authoriteijt als aan E
145,"gedemandeert
",NL-HaNA_1.04.02_6847_0506.txt,PERSON,"tament is gedemandeert
Al verder "
146,Johanna Peertruijda,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"
In frouw Johanna Peertruijda de Lastai"
147,toegelegde agt,NL-HaNA_1.04.02_6847_0506.txt,PERSON,andelijks toegelegde agt en twinti
148,haer Epre,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"ij aldien haer Epre„
ten deer"
149,dog zoo,NL-HaNA_1.04.02_6847_0365.txt,ORG,"—
4
dog zoo t geviel "
150,"Elisabeth
Lind wed",NL-HaNA_1.04.02_6847_0365.txt,PERSON,"ejuffrouw Elisabeth
Lind wed„e wijlen "
151,wijlen den,NL-HaNA_1.04.02_6847_0365.txt,PERSON,ind wed„e wijlen den heer Dirk
152,Dirk Lugthart,NL-HaNA_1.04.02_6847_0365.txt,PERSON, den heer Dirk Lugthart woonagtig
153,/uijt,NL-HaNA_1.04.02_6847_0365.txt,PERSON,nders met /uijt te keeren
154,legitine,NL-HaNA_1.04.02_6847_0365.txt,PERSON,"
de waare legitine portie in"
155,"zijne
",NL-HaNA_1.04.02_6847_0365.txt,PERSON,"erklaarde zijne
gemelde mo"
156,Executrice off Executeurs,NL-HaNA_1.04.02_6847_0365.txt,PERSON,"eeren
Tot Executrice off Executeurs van des E"
157,testamente,NL-HaNA_1.04.02_6847_0365.txt,GPE,tervendes testamente en begraf
158,begraf,NL-HaNA_1.04.02_6847_0365.txt,GPE,"amente en begraf„
fems en "
159,regeerende,NL-HaNA_1.04.02_6847_0365.txt,GPE,en zo tot regeerende als admin
160,Ervene,NL-HaNA_1.04.02_6847_0365.txt,GPE,"
deses te Ervene penningen"
161,verEijscht Eerbied uijt hunne,NL-HaNA_1.04.02_6847_0365.txt,GPE,"en met de verEijscht Eerbied uijt hunne nalaten„
"
162,beliefde danke,NL-HaNA_1.04.02_6847_0365.txt,PERSON,ers inder beliefde danke betuiging
163,Eerwaardens,NL-HaNA_1.04.02_6847_0365.txt,PERSON,voor haar Eerwaardens en E„s an
164,anderziets,NL-HaNA_1.04.02_6847_0365.txt,GPE,ns en E„s anderziets daar omtr
165,neemene moeijte,NL-HaNA_1.04.02_6847_0365.txt,ORG,"mtrent te neemene moeijte
onaangezi"
166,mijne praadvertentie,NL-HaNA_1.04.02_6847_0365.txt,PERSON,aangezien mijne praadvertentie dien aang
167,heeren bewindh,NL-HaNA_1.04.02_6847_0365.txt,PERSON,oot agtb: heeren bewindh: der g’oc
168,octroieerde,NL-HaNA_1.04.02_6847_0365.txt,GPE,dh: der g’octroieerde oost Jndi
169,Jndische Compter,NL-HaNA_1.04.02_6847_0365.txt,PERSON,"erde oost Jndische Compter
kamer Ams"
170,Amsterdam,NL-HaNA_1.04.02_6847_0365.txt,GPE,"ter
kamer Amsterdam voor de w"
171,wesen gequalifi,NL-HaNA_1.04.02_6847_0365.txt,PERSON,"of zullen wesen gequalifi„
ceert
Be"
172,beneeden,NL-HaNA_1.04.02_6847_0365.txt,GPE,"ne boedel beneeden de 2000
r"
173,duijdelijk,NL-HaNA_1.04.02_6847_0365.txt,GPE,:n wel en duijdelijk voorgelee
174,Gerrit Bosch,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"jgen d'E: Gerrit Bosch
in dienst"
175,E Comp,NL-HaNA_1.04.02_6847_0122.txt,ORG,"ienst der E Comp
onderCoop"
176,onverwarde uijtspraeke,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"stand, en onverwarde uijtspraeke
Tekennen "
177,disponeeren revoceerende,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"ederen
te disponeeren revoceerende mitsdien "
178,Testamenten,NL-HaNA_1.04.02_6847_0122.txt,GPE,"oorgaande Testamenten en
Codici"
179,den Testa,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"erklaarde den Testa„
teur te "
180,maeken,NL-HaNA_1.04.02_6847_0122.txt,GPE,"„
teur te maeken, en bespr"
181,bespreeken,NL-HaNA_1.04.02_6847_0122.txt,GPE,"aeken, en bespreeken de onderv"
182,Johannes Sieberg,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"s
Aan dE: Johannes Sieberg tit:r Coo"
183,r Coopman,NL-HaNA_1.04.02_6847_0122.txt,PERSON,eberg tit:r Coopman en negoti
184,negotieboek,NL-HaNA_1.04.02_6847_0122.txt,GPE,"oopman en negotieboek„
vergen
„"
185,Jan Louis Luijmes Coopman,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"r
Aan VE: Jan Louis Luijmes Coopman en factuu"
186,agthien,NL-HaNA_1.04.02_6847_0122.txt,PERSON,voorschr: agthien p:s goude
187,goude bostrok,NL-HaNA_1.04.02_6847_0122.txt,GPE,"thien p:s goude bostrok knoopen
A"
188,D'E,NL-HaNA_1.04.02_6847_0122.txt,ORG,"oopen
Aan D'E: Melchior"
189,Melchior,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"
Aan D'E: Melchior Daniel Am"
190,Daniel Amberg,NL-HaNA_1.04.02_6847_0122.txt,PERSON," Melchior Daniel Amberg
Negen p:s"
191,bostrok,NL-HaNA_1.04.02_6847_0122.txt,GPE,":s nieuwe bostrok.

Aan Mon"
192,Mons,NL-HaNA_1.04.02_6847_0122.txt,GPE,"rok.

Aan Mons=r Christi"
193,Christiaan Hollenhagen,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"an Mons=r Christiaan Hollenhagen, adsisten"
194,Petrus van Groll,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"istend en
Petrus van Groll, boekhoud"
195,linne,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"an zijde, linne, als woll"
196,Equale portiete,NL-HaNA_1.04.02_6847_0122.txt,ORG, voor Een Equale portiete verdeelen
197,generaale,NL-HaNA_1.04.02_6847_0122.txt,PERSON,ls nu ter generaale dispositi
198,universeele Erfgenaemen,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"eele ende universeele Erfgenaemen te
nomine"
199,institueeren,NL-HaNA_1.04.02_6847_0122.txt,GPE,ren en te institueeren zijn test
200,"Heeren
",NL-HaNA_1.04.02_6847_0122.txt,PERSON,"ouders de Heeren
Lourens Bo"
201,Lourens Bosch,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"de Heeren
Lourens Bosch, en desse"
202,"Margaretha van
Heijningen",NL-HaNA_1.04.02_6847_0122.txt,PERSON,"uijsvrouw Margaretha van
Heijningen, woonagti"
203,zijne nate,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"t in alle zijne nate„
latene g"
204,uijtgezondert,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"ten
niets uijtgezondert, onder de"
205,Erfgenaemen quame,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"vallen
de Erfgenaemen quame te overli"
206,den Testateur,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"jden voor den Testateur, de
gansc"
207,Mattheus Aosch,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"s broeder Mattheus Aosch, woonagti"
208,substitueerende den,NL-HaNA_1.04.02_6847_0122.txt,PERSON,e voorsz: substitueerende den testateur
209,"sulke
",NL-HaNA_1.04.02_6847_0122.txt,PERSON,"eselve in sulke
gevalle da"
210,daer,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"e
gevalle daer toe bij d"
211,nomineerende den Testateur,NL-HaNA_1.04.02_6847_0122.txt,GPE,"lende, en nomineerende den Testateur tot Execu"
212,Testament,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"s
van dit Testament redderaer"
213,begraffenisse,NL-HaNA_1.04.02_6847_0122.txt,GPE," van
zijn begraffenisse dE:s Joha"
214,Johannes Sieberg,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"isse dE:s Johannes Sieberg, en Ian L"
215,Ian Louts,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"eberg, en Ian Louts
Luijmes b"
216,"robijre
",NL-HaNA_1.04.02_6847_0819.txt,PERSON,"dring met robijre
teertjes b"
217,hy bevoorens,NL-HaNA_1.04.02_6847_0819.txt,PERSON,Wille die hy bevoorens mogte heb
218,hoog Edelens,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"es haarer hoog Edelens op
de man"
219,manumisse der Lyfeygenen,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"ens op
de manumisse der Lyfeygenen, g’introd"
220,Elnordeerde,NL-HaNA_1.04.02_6847_0819.txt,GPE,aan wel g’Elnordeerde zynde ten
221,Emancipeeren syne flavinne,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"boedel te Emancipeeren syne flavinne gen:d
Pam"
222,Rd.s van der sm st,NL-HaNA_1.04.02_6847_0819.txt,ORG,Vijftheen Rd.s van der sm st:s ieder o
223,Jnlands,NL-HaNA_1.04.02_6847_0819.txt,PERSON,w van den Jnlands burger Do
224,Dorantus Jas,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"ds burger Dorantus Jas„
persz ge"
225,Carel Dorantus,NL-HaNA_1.04.02_6847_0819.txt,PERSON,rsz gew:d Carel Dorantus gaspersz 
226,robyne,NL-HaNA_1.04.02_6847_0819.txt,GPE,ootze met robyne steentzes
227,besetnevens,NL-HaNA_1.04.02_6847_0819.txt,PERSON,steentzes besetnevens alle de k
228,Testateurs,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"en van de Testateurs, zoo van "
229,Linne,NL-HaNA_1.04.02_6847_0819.txt,PERSON, van Zyde Linne als wolle
230,institueeren,NL-HaNA_1.04.02_6847_0819.txt,GPE,"neeren
en institueeren zyne hupv"
231,zyne hupvrouw,NL-HaNA_1.04.02_6847_0819.txt,ORG,titueeren zyne hupvrouw Para Sasa
232,ontruijmen,NL-HaNA_1.04.02_6847_0819.txt,GPE,"
komen te ontruijmen en naarte"
233,naartelaten,NL-HaNA_1.04.02_6847_0819.txt,GPE,uijmen en naartelaten zoo roere
234,"onroe
",NL-HaNA_1.04.02_6847_0819.txt,PERSON,"rende als onroe
rende Goed"
235,Crediten,NL-HaNA_1.04.02_6847_0819.txt,PERSON,actien en Crediten niets uyt
236,uytgesondert,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"ten niets uytgesondert —
Bellend"
237,Contitueerende den,NL-HaNA_1.04.02_6847_0819.txt,PERSON,llende en Contitueerende den testateur
238,Eerbiedige secen,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"ateur met Eerbiedige secen„
sie van "
239,adlites,NL-HaNA_1.04.02_6847_0819.txt,PERSON,Curatoren adlites en alle a
240,Execurice,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"lders tot Execurice deser
Tes"
241,Legataris zyne,NL-HaNA_1.04.02_6847_0819.txt,ORG,onmondige Legataris zyne voormelde
242,Sara Susanna Abrahamsz,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"Engs
veon Sara Susanna Abrahamsz en dat me"
243,assumphe subshtatie,NL-HaNA_1.04.02_6847_0819.txt,PERSON," magt
van assumphe subshtatie en Surrog"
244,Edog,NL-HaNA_1.04.02_6847_0819.txt,ORG,"urrogatie
Edog tot besor"
245,zyne begravinisse,NL-HaNA_1.04.02_6847_0819.txt,PERSON,rgers van zyne begravinisse stelden C
246,Frans willi,NL-HaNA_1.04.02_6847_0819.txt,PERSON," messiems Frans willi
Somerkamp"
247,David Angustyn,NL-HaNA_1.04.02_6847_0819.txt,PERSON,voorsz en David Angustyn bingen al
248,Hatuu van Holy,NL-HaNA_1.04.02_6847_0889.txt,ORG,"„
Hatuu van Holy
Christiaa"
