,entity_name,filename,entity_type,snippet
81,Fredericus Montanus,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"rden heer
Fredericus Montanus in naame "
82,Petronella Maria,NL-HaNA_1.04.02_6847_0455.txt,PERSON, in naame Petronella Maria eene somm
84,dogtertje van den onderkoopmantot nagapatnam,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"e aan het dogtertje van den onderkoopmantot nagapatnam
Fredrik w"
85,willem Bloeme,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"m
Fredrik willem Bloeme in naame "
86,Louisa Bloeme,NL-HaNA_1.04.02_6847_0455.txt,PERSON,"Catharica Louisa Bloeme eene
somm"
87,Rijksdaalders van Agten,NL-HaNA_1.04.02_6847_0455.txt,PERSON, genoemde Rijksdaalders van Agten veertig e
88,Ttintig,NL-HaNA_1.04.02_6847_0455.txt,PERSON,ldens van Ttintig swaare st
89,Edelen gestr,NL-HaNA_1.04.02_6847_0235.txt,PERSON,e den wel Edelen gestr: h=r m=r 
90,Willem Vincent=,NL-HaNA_1.04.02_6847_0235.txt,PERSON,": h=r m=r Willem Vincent=
Helretius"
91,deeses Cas,NL-HaNA_1.04.02_6847_0235.txt,PERSON," Justitie deeses Cas„
teels to"
92,sijne begravenisse,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"orger van sijne begravenisse en toe„
z"
93,sijne,NL-HaNA_1.04.02_6847_0235.txt,PERSON,oogd over sijne te keijge
96,Maria Jans,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"detruijda
Maria Jans, tot een "
97,Cas sij,NL-HaNA_1.04.02_6847_0235.txt,PERSON,atrice in Cas sij de Eersts
98,Juff,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"ar moeder Juff=r
geertru"
99,Maria Jans,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"ertruijda Maria Jans, hier voo"
100,Lecludeerende de testat,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"n genoemd
Lecludeerende de testat=ren ’t Ee"
102,r sijne,NL-HaNA_1.04.02_6847_0235.txt,PERSON,en testat=r sijne te goed h
104,seer Eerbiedig,NL-HaNA_1.04.02_6847_0235.txt,PERSON,"ueert hij seer Eerbiedig, de wel
E"
105,heeren bewindhebberen,NL-HaNA_1.04.02_6847_0235.txt,PERSON,ge: agtb: heeren bewindhebberen de geoctr
108,geregtigt weesen,NL-HaNA_1.04.02_6847_0235.txt,PERSON," daar
toe geregtigt weesen sal
Ensul"
112,wylen Hendrik Jan van den Berghen,NL-HaNA_1.04.02_6847_0506.txt,PERSON,deren van wylen Hendrik Jan van den Berghen me jusf=r
117,linne,NL-HaNA_1.04.02_6847_0506.txt,PERSON, van zyde linne als wolle
118,wolle aen den,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"linne als wolle aen den E
Hendrik"
119,Hendrik Brugman,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"aen den E
Hendrik Brugman benevens "
120,"Pieter
Iosias",NL-HaNA_1.04.02_6847_0506.txt,PERSON,"en koopm: Pieter
Iosias van waerd"
121,inplaets van den,NL-HaNA_1.04.02_6847_0506.txt,PERSON,e wijders inplaets van den in mijn t
122,Arnoldus Frankena,NL-HaNA_1.04.02_6847_0506.txt,PERSON,enen heer Arnoldus Frankena en den op
125,George Theohee,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"de heeren George Theohee„
„ren en "
126,Pieter Iosias,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"„
„ren en Pieter Iosias van waard"
127,latenschap envoogden,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"mijne na
„latenschap envoogden over mijn"
129,baele gestrsteere,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"n den
wel baele gestrsteere Pieter Ha"
130,Pieter Haksteen,NL-HaNA_1.04.02_6847_0506.txt,PERSON,strsteere Pieter Haksteen Raad ordi
132,Hendrik Brugmran,NL-HaNA_1.04.02_6847_0506.txt,PERSON,n de heer Hendrik Brugmran en zulks 
135,"Truijntje
Bakker wed",NL-HaNA_1.04.02_6847_0506.txt,PERSON,"en Mejuff Truijntje
Bakker wed„e wijlen "
136,Pieter Ligthart,NL-HaNA_1.04.02_6847_0506.txt,PERSON,en deheer Pieter Ligthart ende heer
137,"heer willem van
Meeden",NL-HaNA_1.04.02_6847_0506.txt,PERSON,"hart ende heer willem van
Meeden die ik vo"
141,heeren Trans,NL-HaNA_1.04.02_6847_0506.txt,PERSON,soeken de heeren Trans de wilde 
142,"swaan
",NL-HaNA_1.04.02_6847_0506.txt,PERSON," wilde En swaan
en swart a"
144,authoriteijt,NL-HaNA_1.04.02_6847_0506.txt,PERSON,t magt en authoriteijt als aan E
145,"gedemandeert
",NL-HaNA_1.04.02_6847_0506.txt,PERSON,"tament is gedemandeert
Al verder "
146,Johanna Peertruijda,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"
In frouw Johanna Peertruijda de Lastai"
147,toegelegde agt,NL-HaNA_1.04.02_6847_0506.txt,PERSON,andelijks toegelegde agt en twinti
148,haer Epre,NL-HaNA_1.04.02_6847_0506.txt,PERSON,"ij aldien haer Epre„
ten deer"
150,"Elisabeth
Lind wed",NL-HaNA_1.04.02_6847_0365.txt,PERSON,"ejuffrouw Elisabeth
Lind wed„e wijlen "
151,wijlen den,NL-HaNA_1.04.02_6847_0365.txt,PERSON,ind wed„e wijlen den heer Dirk
152,Dirk Lugthart,NL-HaNA_1.04.02_6847_0365.txt,PERSON, den heer Dirk Lugthart woonagtig
153,/uijt,NL-HaNA_1.04.02_6847_0365.txt,PERSON,nders met /uijt te keeren
154,legitine,NL-HaNA_1.04.02_6847_0365.txt,PERSON,"
de waare legitine portie in"
155,"zijne
",NL-HaNA_1.04.02_6847_0365.txt,PERSON,"erklaarde zijne
gemelde mo"
156,Executrice off Executeurs,NL-HaNA_1.04.02_6847_0365.txt,PERSON,"eeren
Tot Executrice off Executeurs van des E"
162,beliefde danke,NL-HaNA_1.04.02_6847_0365.txt,PERSON,ers inder beliefde danke betuiging
163,Eerwaardens,NL-HaNA_1.04.02_6847_0365.txt,PERSON,voor haar Eerwaardens en E„s an
166,mijne praadvertentie,NL-HaNA_1.04.02_6847_0365.txt,PERSON,aangezien mijne praadvertentie dien aang
167,heeren bewindh,NL-HaNA_1.04.02_6847_0365.txt,PERSON,oot agtb: heeren bewindh: der g’oc
169,Jndische Compter,NL-HaNA_1.04.02_6847_0365.txt,PERSON,"erde oost Jndische Compter
kamer Ams"
171,wesen gequalifi,NL-HaNA_1.04.02_6847_0365.txt,PERSON,"of zullen wesen gequalifi„
ceert
Be"
174,Gerrit Bosch,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"jgen d'E: Gerrit Bosch
in dienst"
176,onverwarde uijtspraeke,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"stand, en onverwarde uijtspraeke
Tekennen "
177,disponeeren revoceerende,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"ederen
te disponeeren revoceerende mitsdien "
179,den Testa,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"erklaarde den Testa„
teur te "
182,Johannes Sieberg,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"s
Aan dE: Johannes Sieberg tit:r Coo"
183,r Coopman,NL-HaNA_1.04.02_6847_0122.txt,PERSON,eberg tit:r Coopman en negoti
185,Jan Louis Luijmes Coopman,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"r
Aan VE: Jan Louis Luijmes Coopman en factuu"
186,agthien,NL-HaNA_1.04.02_6847_0122.txt,PERSON,voorschr: agthien p:s goude
189,Melchior,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"
Aan D'E: Melchior Daniel Am"
190,Daniel Amberg,NL-HaNA_1.04.02_6847_0122.txt,PERSON," Melchior Daniel Amberg
Negen p:s"
193,Christiaan Hollenhagen,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"an Mons=r Christiaan Hollenhagen, adsisten"
194,Petrus van Groll,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"istend en
Petrus van Groll, boekhoud"
195,linne,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"an zijde, linne, als woll"
197,generaale,NL-HaNA_1.04.02_6847_0122.txt,PERSON,ls nu ter generaale dispositi
198,universeele Erfgenaemen,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"eele ende universeele Erfgenaemen te
nomine"
200,"Heeren
",NL-HaNA_1.04.02_6847_0122.txt,PERSON,"ouders de Heeren
Lourens Bo"
201,Lourens Bosch,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"de Heeren
Lourens Bosch, en desse"
202,"Margaretha van
Heijningen",NL-HaNA_1.04.02_6847_0122.txt,PERSON,"uijsvrouw Margaretha van
Heijningen, woonagti"
203,zijne nate,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"t in alle zijne nate„
latene g"
204,uijtgezondert,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"ten
niets uijtgezondert, onder de"
205,Erfgenaemen quame,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"vallen
de Erfgenaemen quame te overli"
206,den Testateur,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"jden voor den Testateur, de
gansc"
207,Mattheus Aosch,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"s broeder Mattheus Aosch, woonagti"
208,substitueerende den,NL-HaNA_1.04.02_6847_0122.txt,PERSON,e voorsz: substitueerende den testateur
209,"sulke
",NL-HaNA_1.04.02_6847_0122.txt,PERSON,"eselve in sulke
gevalle da"
210,daer,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"e
gevalle daer toe bij d"
212,Testament,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"s
van dit Testament redderaer"
214,Johannes Sieberg,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"isse dE:s Johannes Sieberg, en Ian L"
215,Ian Louts,NL-HaNA_1.04.02_6847_0122.txt,PERSON,"eberg, en Ian Louts
Luijmes b"
216,"robijre
",NL-HaNA_1.04.02_6847_0819.txt,PERSON,"dring met robijre
teertjes b"
217,hy bevoorens,NL-HaNA_1.04.02_6847_0819.txt,PERSON,Wille die hy bevoorens mogte heb
218,hoog Edelens,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"es haarer hoog Edelens op
de man"
219,manumisse der Lyfeygenen,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"ens op
de manumisse der Lyfeygenen, g’introd"
221,Emancipeeren syne flavinne,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"boedel te Emancipeeren syne flavinne gen:d
Pam"
223,Jnlands,NL-HaNA_1.04.02_6847_0819.txt,PERSON,w van den Jnlands burger Do
224,Dorantus Jas,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"ds burger Dorantus Jas„
persz ge"
225,Carel Dorantus,NL-HaNA_1.04.02_6847_0819.txt,PERSON,rsz gew:d Carel Dorantus gaspersz 
227,besetnevens,NL-HaNA_1.04.02_6847_0819.txt,PERSON,steentzes besetnevens alle de k
228,Testateurs,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"en van de Testateurs, zoo van "
229,Linne,NL-HaNA_1.04.02_6847_0819.txt,PERSON, van Zyde Linne als wolle
234,"onroe
",NL-HaNA_1.04.02_6847_0819.txt,PERSON,"rende als onroe
rende Goed"
235,Crediten,NL-HaNA_1.04.02_6847_0819.txt,PERSON,actien en Crediten niets uyt
236,uytgesondert,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"ten niets uytgesondert —
Bellend"
237,Contitueerende den,NL-HaNA_1.04.02_6847_0819.txt,PERSON,llende en Contitueerende den testateur
238,Eerbiedige secen,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"ateur met Eerbiedige secen„
sie van "
239,adlites,NL-HaNA_1.04.02_6847_0819.txt,PERSON,Curatoren adlites en alle a
240,Execurice,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"lders tot Execurice deser
Tes"
242,Sara Susanna Abrahamsz,NL-HaNA_1.04.02_6847_0819.txt,PERSON,"Engs
veon Sara Susanna Abrahamsz en dat me"
243,assumphe subshtatie,NL-HaNA_1.04.02_6847_0819.txt,PERSON," magt
van assumphe subshtatie en Surrog"
245,zyne begravinisse,NL-HaNA_1.04.02_6847_0819.txt,PERSON,rgers van zyne begravinisse stelden C
246,Frans willi,NL-HaNA_1.04.02_6847_0819.txt,PERSON," messiems Frans willi
Somerkamp"
247,David Angustyn,NL-HaNA_1.04.02_6847_0819.txt,PERSON,voorsz en David Angustyn bingen al
249,"Christiaan
",NL-HaNA_1.04.02_6847_0889.txt,PERSON," van Holy
Christiaan
Op Hinder "
253,Wilhelmina pieters,NL-HaNA_1.04.02_6847_0889.txt,PERSON,"ouw Eus=r Wilhelmina pieters
op den 10"
255,Leendert Roest,NL-HaNA_1.04.02_6847_0889.txt,PERSON,n not:s Leendert Roest ten oversta
259,Egbert Heemen,NL-HaNA_1.04.02_6847_0889.txt,PERSON," den E: Egbert Heemen baar
van SE"
262,ontruijmene,NL-HaNA_1.04.02_6847_0889.txt,PERSON,dood te ontruijmene en natelate
263,natelatene,NL-HaNA_1.04.02_6847_0889.txt,PERSON,mene en natelatene goederen zo
264,achen en Ceediten,NL-HaNA_1.04.02_6847_0889.txt,PERSON,nde hem achen en Ceediten niets wytge
265,Sxecutinus van desen testemente,NL-HaNA_1.04.02_6847_0889.txt,PERSON,"ert
Tot Sxecutinus van desen testemente te besorgen"
269,Egbert Heemen,NL-HaNA_1.04.02_6847_0889.txt,PERSON, den E: Egbert Heemen verleenende
270,Testateur,NL-HaNA_1.04.02_6847_0889.txt,PERSON, den E: Testateur met de verE
271,heer Curator,NL-HaNA_1.04.02_6847_0889.txt,PERSON,ken den heer Curator adlites zoo
272,adlites,NL-HaNA_1.04.02_6847_0889.txt,PERSON,Curator adlites zoo hier al
273,Eerm,NL-HaNA_1.04.02_6847_0889.txt,PERSON,"yn
haar Eerm er Ed: voor"
274,nemene moeyte,NL-HaNA_1.04.02_6847_0889.txt,PERSON,ront te nemene moeyte en zorge re
275,aangesien mijne,NL-HaNA_1.04.02_6847_0889.txt,PERSON,"ende
on aangesien mijne dien aangaa"
276,den tescative,NL-HaNA_1.04.02_6847_0889.txt,PERSON,"nde aan den tescative gede
ne, Pr"
279,heeren Bewindhebberen der geoctrooijeerde,NL-HaNA_1.04.02_6847_0889.txt,PERSON,"g
Agtb: heeren Bewindhebberen der geoctrooijeerde oostindisch"
281,den Testateur,NL-HaNA_1.04.02_6847_0889.txt,PERSON,"ar voor den Testateur betuigde
in"
282,wesen gequeli,NL-HaNA_1.04.02_6847_0889.txt,PERSON,"gst zal wesen gequeli
sideerd
myn"
283,geda,NL-HaNA_1.04.02_6847_0889.txt,PERSON,"rd
myne geda„
Betuygende"
284,den E:,NL-HaNA_1.04.02_6847_0889.txt,PERSON,uygende den E: Testoteur o
285,Testoteur,NL-HaNA_1.04.02_6847_0889.txt,PERSON," den E: Testoteur op
de Twee
"
287,Wzijn Camij,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"Wzijn Camij„
dgheele "
288,onverwaerde uijtspraeke,NL-HaNA_1.04.02_6847_1175.txt,PERSON,rstand en onverwaerde uijtspraeke te kennen
292,Erfgenaem,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"testateur
Erfgenaem te nomine"
295,Anthonij van Goudoever,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"
heer M=r Anthonij van Goudoever, advocaet"
296,Mevrduw,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"vocaet en Mevrduw
Geertruij"
298,woonagtigh,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"n Cooten, woonagtigh te intrec"
300,testateure,NL-HaNA_1.04.02_6847_1175.txt,PERSON,en den E: testateure niet er d
302,naerte,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"uijmen en naerte„
laten zo"
303,actien,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"goederen, actien en daedit"
304,daediten,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"actien en daediten geene
uij"
305,constitueerende den,NL-HaNA_1.04.02_6847_1175.txt,PERSON,llende en constitueerende den testateur
308,heer M,NL-HaNA_1.04.02_6847_1175.txt,PERSON,en achtb: heer M=r Jan Cor
309,Jan Cornelis Luijkens,NL-HaNA_1.04.02_6847_1175.txt,PERSON," heer M=r Jan Cornelis Luijkens, ordinair"
310,Johannes Wilhelmus,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"l, en dE: Johannes Wilhelmus
Crose, on"
311,magua,NL-HaNA_1.04.02_6847_1175.txt,PERSON," 't ijser magua zijn
alhi"
313,zoodanige ample,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"n
derlijk zoodanige ample last, en "
315,magistraets perzoonen,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"le andere magistraets perzoonen zoo hier
"
316,aangaende gedaen,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"ntie dien aangaende gedaen,
Maar tot"
319,versoekt bligeerd,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"renstaen, versoekt bligeerd
en consti"
320,achtb,NL-HaNA_1.04.02_6847_1175.txt,PERSON,"ele groot achtb: heeren
B"
325,zigh,NL-HaNA_1.04.02_6847_1175.txt,PERSON,ateur aan zigh de magt e
326,memorien,NL-HaNA_1.04.02_6847_1175.txt,PERSON, beaparte memorien of geschr
327,Gerrit van Heun,NL-HaNA_1.04.02_6847_0321.txt,PERSON,"it

121
P Gerrit van Heun Jacobsz: "
328,Jacobsz,NL-HaNA_1.04.02_6847_0321.txt,PERSON, van Heun Jacobsz: van amst
331,r d:o schoen,NL-HaNA_1.04.02_6847_0321.txt,PERSON,"en vork
p:r d:o schoen, en knie "
336,Jan Lodewijk,NL-HaNA_1.04.02_6847_0321.txt,PERSON,"oelen
3
1 Jan Lodewijk, van meer"
337,knegt der kruijtmakers,NL-HaNA_1.04.02_6847_0321.txt,PERSON,":
meester knegt der kruijtmakers obit 21
9"
338,"Johannes
lys",NL-HaNA_1.04.02_6847_0321.txt,PERSON,"A„o 1774.
Johannes
lys
6132:
3
2"
339,Willem Cornelis Coontansz,NL-HaNA_1.04.02_6847_0924.txt,PERSON,"Willem Cornelis Coontansz
Op Huijde"
341,mot pibl,NL-HaNA_1.04.02_6847_0924.txt,PERSON," verszijk mot pibl
9
Edele h"
343,Constantz boekh,NL-HaNA_1.04.02_6847_0924.txt,PERSON,"en
Corn:s Constantz boekh: ten dien"
344,Johanna Christana Echtelieden,NL-HaNA_1.04.02_6847_0924.txt,PERSON,"fs hysrou
Johanna Christana Echtelieden woonende "
345,duiedelyke rightsprake,NL-HaNA_1.04.02_6847_0924.txt,PERSON,"rstand en duiedelyke rightsprake
Te kennen"
351,resiproqielyk,NL-HaNA_1.04.02_6847_0924.txt,PERSON,ekanderen resiproqielyk dat is ov
353,"nomineeren
",NL-HaNA_1.04.02_6847_0924.txt,PERSON,"beyden te nomineeren
ende te in"
355,feele Erfgenaam,NL-HaNA_1.04.02_6847_0924.txt,PERSON,"de nuiver
feele Erfgenaam of Erfgen"
357,"rigtgesondert
",NL-HaNA_1.04.02_6847_0924.txt,PERSON,"er Weveld rigtgesondert
wijders ve"
361,besorgen van syne ofte,NL-HaNA_1.04.02_6847_0924.txt,PERSON,"rgster of besorgen van syne ofte haar
begr"
362,tan redderaresse,NL-HaNA_1.04.02_6847_0924.txt,PERSON,ravenisse tan redderaresse ofte redd
363,redderaar van zyne,NL-HaNA_1.04.02_6847_0924.txt,PERSON,"esse ofte redderaar van zyne afte
haar"
367,authoritigt,NL-HaNA_1.04.02_6847_0924.txt,PERSON,t magt en authoritigt als Eenig
368,Eenigsints,NL-HaNA_1.04.02_6847_0924.txt,PERSON,itigt als Eenigsints na regten
371,den Eynde,NL-HaNA_1.04.02_6847_0924.txt,PERSON,"gatie tot den Eynde toe
Leclu"
373,wesen onaangesien,NL-HaNA_1.04.02_6847_0924.txt,PERSON,vallen te wesen onaangesien myne geda
374,heeren bewoondt der geoctrooyeerde,NL-HaNA_1.04.02_6847_0924.txt,PERSON,"oot
Agtb: heeren bewoondt der geoctrooyeerde oostindis"
376,Johannes Andrie,NL-HaNA_1.04.02_6847_0302.txt,PERSON,"40
Johannes Andrie Meyer
die"
377,memwrien,NL-HaNA_1.04.02_6847_0302.txt,PERSON,eteekende memwrien oof gesch
379,Iaar,NL-HaNA_1.04.02_6847_0302.txt,PERSON,"maand, en Iaar te konnen"
383,"ra
",NL-HaNA_1.04.02_6847_0302.txt,PERSON," te maken ra
zijn in't "
385,Testateur,NL-HaNA_1.04.02_6847_0302.txt,PERSON,staat der Testateur wel en du
386,Jnstrument,NL-HaNA_1.04.02_6847_0302.txt,PERSON,j dat dit Jnstrument na zijn o
390,desen Gerequireerd,NL-HaNA_1.04.02_6847_0302.txt,PERSON,"ijten ten desen Gerequireerd, niet na "
391,Geobserveert,NL-HaNA_1.04.02_6847_0302.txt,PERSON,"en
waaren Geobserveert:
Aldus Ge"
392,Jacobsz,NL-HaNA_1.04.02_6847_0302.txt,PERSON,"resent I: Jacobsz: en B=s
A"
393,Clercq,NL-HaNA_1.04.02_6847_0302.txt,PERSON,"
Arondsz: Clercq: dls Getu"
395,Getee,NL-HaNA_1.04.02_6847_0302.txt,PERSON,"or: / was Getee„
kend:/ H"
397,Scheltus Notaris./ ter zeide,NL-HaNA_1.04.02_6847_0302.txt,PERSON,"end:/ H=s Scheltus Notaris./ ter zeide stond:/
D"
399,Jeverin,NL-HaNA_1.04.02_6847_0302.txt,PERSON,t:/ C: t: Jeverin Secretari
400,Jann,NL-HaNA_1.04.02_6847_0302.txt,PERSON," Den 10:' Jann: 1774:
Sm"
