,entity_name,filename,entity_type,snippet
32,iniverseele,NL-HaNA_1.04.02_6847_0028.txt,GPE,eheele en iniverseele Erfgen: o
33,Erfgename,NL-HaNA_1.04.02_6847_0028.txt,GPE,rfgen: of Erfgename en dat in
34,sterende,NL-HaNA_1.04.02_6847_0028.txt,GPE, de eerst sterende met er do
35,achen,NL-HaNA_1.04.02_6847_0028.txt,PERSON, goederen achen en mediki
36,uytgesondert,NL-HaNA_1.04.02_6847_0028.txt,PERSON,"kin
niets uytgesondert mits en o"
37,verstaande nogthans,NL-HaNA_1.04.02_6847_0028.txt,PERSON,"nder dien verstaande nogthans dat de
la"
38,margine:/,NL-HaNA_1.04.02_6847_0014.txt,ORG,publ: /in margine:/ dit testa
39,weesk,NL-HaNA_1.04.02_6847_0014.txt,GPE,avia inde weesk: den 19: 
40,den,NL-HaNA_1.04.02_6847_0014.txt,GPE,de weesk: den 19: 8ber:
41,"/getekend/
meijer",NL-HaNA_1.04.02_6847_0014.txt,ORG,"ber: 1768 /getekend/
meijer Secretari"
42,Jan Henderik van der Laan,NL-HaNA_1.04.02_6847_0014.txt,PERSON,"ecretaris
Jan Henderik van der Laan
N„o 2
op "
43,Egbert Blomhert,NL-HaNA_1.04.02_6847_0014.txt,PERSON,r mij m:r Egbert Blomhert nots publ
44,nederlands India,NL-HaNA_1.04.02_6847_0014.txt,GPE,ringe van nederlands India g'admitte
45,Batavia,NL-HaNA_1.04.02_6847_0014.txt,GPE,"n de stad
Batavia resideere"
46,resideerende,NL-HaNA_1.04.02_6847_0014.txt,GPE,"d
Batavia resideerende ende voor"
47,"Jan
Hendrik van der laan",NL-HaNA_1.04.02_6847_0014.txt,PERSON,"uijgen dE Jan
Hendrik van der laan Koopman U"
48,Johanna Albertina Franchimont Egtelieden,NL-HaNA_1.04.02_6847_0014.txt,PERSON," mejnst=m Johanna Albertina Franchimont Egtelieden woonen„
d"
49,volko,NL-HaNA_1.04.02_6847_0014.txt,PERSON,"nots: met volko„
men vers"
50,uijtspraeke,NL-HaNA_1.04.02_6847_0014.txt,PERSON,duidelijk uijtspraeke te kennen
51,Genegen,NL-HaNA_1.04.02_6847_0014.txt,GPE,nge wille Genegen te zijn o
52,"natelatene
Goederen",NL-HaNA_1.04.02_6847_0014.txt,PERSON,"fer hunne natelatene
Goederen testament"
53,disponeeren,NL-HaNA_1.04.02_6847_0014.txt,GPE,entair te disponeeren invoegen 
54,"dedicellen
",NL-HaNA_1.04.02_6847_0014.txt,ORG,"menten en dedicellen
als testat"
55,ans op neuws disfrneerende,NL-HaNA_1.04.02_6847_0014.txt,ORG,"en hebben
ans op neuws disfrneerende, zoo verk"
56,Eerisssenende,NL-HaNA_1.04.02_6847_0014.txt,GPE,"laarde de Eerisssenende der
Testa"
57,zyne ofte haare,NL-HaNA_1.04.02_6847_0014.txt,PERSON,eeren tot zyne ofte haare Eenige al
58,ontruijmen,NL-HaNA_1.04.02_6847_0014.txt,GPE, komen te ontruijmen en naar t
59,Crediten,NL-HaNA_1.04.02_6847_0014.txt,PERSON,actien en Crediten niets uij
60,de Legibime,NL-HaNA_1.04.02_6847_0014.txt,PERSON, tekeeren de Legibime portie de
61,deselven voor zoo verre,NL-HaNA_1.04.02_6847_0014.txt,PERSON, zelve of deselven voor zoo verre tot zin o
62,Erfgenaam oft Erfgenamen bij desen,NL-HaNA_1.04.02_6847_0014.txt,PERSON,"haar mede
Erfgenaam oft Erfgenamen bij desen en dat me"
63,schul van institantie,NL-HaNA_1.04.02_6847_0014.txt,PERSON,"e regt
en schul van institantie
Edog indi"
64,beshblens,NL-HaNA_1.04.02_6847_0014.txt,ORG,"en aan de beshblens groot
moe"
65,Elisabeth Blencke wed,NL-HaNA_1.04.02_6847_0014.txt,PERSON, mesust=m Elisabeth Blencke wed=e wijlen 
66,"Jan
Hendrik van der laen",NL-HaNA_1.04.02_6847_0014.txt,PERSON,"n de heer Jan
Hendrik van der laen /in E„ Ri"
67,„ Rigter,NL-HaNA_1.04.02_6847_0014.txt,PERSON,laen /in E„ Rigter tot belli
68,bellingwolde,NL-HaNA_1.04.02_6847_0014.txt,GPE,igter tot bellingwolde en aldaer
69,aldaer,NL-HaNA_1.04.02_6847_0014.txt,GPE,"gwolde en aldaer

voooaa

"
70,Ian van veeren,NL-HaNA_1.04.02_6847_0047.txt,PERSON,"1 7:
_
DE Ian van veeren Iunior bo"
71,"Anna
mogdalena",NL-HaNA_1.04.02_6847_0047.txt,PERSON,"en Just=m Anna
mogdalena Siewerts "
72,Siewerts Egtelieden,NL-HaNA_1.04.02_6847_0047.txt,PERSON,mogdalena Siewerts Egtelieden woonende 
73,zad,NL-HaNA_1.04.02_6847_0047.txt,ORG,"nnen dese
zad mij beken"
74,ziekelyk,NL-HaNA_1.04.02_6847_0047.txt,PERSON,testateur ziekelyk ende test
75,disponeeren,NL-HaNA_1.04.02_6847_0047.txt,GPE,entair te disponeeren invoegen 
76,revocatie,NL-HaNA_1.04.02_6847_0047.txt,GPE, desen na revocatie van alle 
77,Codicillen,NL-HaNA_1.04.02_6847_0047.txt,ORG,stamenten Codicillen en andere
78,uij,NL-HaNA_1.04.02_6847_0047.txt,ORG,"„
gen van uij verste wi"
79,"aezonderlijk
bevoorens demaakt ofte",NL-HaNA_1.04.02_6847_0047.txt,ORG,"als ieder aezonderlijk
bevoorens demaakt ofte gepasseer"
80,generaale,NL-HaNA_1.04.02_6847_0047.txt,PERSON,ieuws ter generaale dispositi
81,nomineeren,NL-HaNA_1.04.02_6847_0047.txt,GPE,"gename te nomineeren en in„
St"
82,testatrice iaeesen,NL-HaNA_1.04.02_6847_0047.txt,GPE, vrouw de testatrice iaeesen en dat in
83,ontruymen,NL-HaNA_1.04.02_6847_0047.txt,GPE, komen te ontruymen en naarte
84,naartelafen zoo,NL-HaNA_1.04.02_6847_0047.txt,PERSON,ruymen en naartelafen zoo roerende 
85,uytgesondert,NL-HaNA_1.04.02_6847_0047.txt,PERSON,"ten niets uytgesondert,
mits en "
86,deesen verstaande nogthans,NL-HaNA_1.04.02_6847_0047.txt,PERSON,"ts en met deesen verstaande nogthans, dat zijn"
87,Erfge,NL-HaNA_1.04.02_6847_0047.txt,PERSON,"n vrouwen Erfge„
name geh"
88,uyttekeeren,NL-HaNA_1.04.02_6847_0047.txt,PERSON,natelaten uyttekeeren de legiti
89,de legitime,NL-HaNA_1.04.02_6847_0047.txt,PERSON,ttekeeren de legitime portie de
90,Competeerende,NL-HaNA_1.04.02_6847_0047.txt,ORG,regten is Competeerende in welke 
91,institueeren,NL-HaNA_1.04.02_6847_0047.txt,GPE,"laarde te institueeren zijne
ond"
92,Jan van veeren,NL-HaNA_1.04.02_6847_0047.txt,PERSON,s de heer Jan van veeren en dessel
93,prysvrou mejn,NL-HaNA_1.04.02_6847_0047.txt,PERSON, desselvs prysvrou mejn p=m Elisa
94,"Elisabeth
westvien woonagtig in",NL-HaNA_1.04.02_6847_0047.txt,PERSON," mejn p=m Elisabeth
westvien woonagtig in holland i"
95,holland,NL-HaNA_1.04.02_6847_0047.txt,GPE,nagtig in holland in phen l
96,phen,NL-HaNA_1.04.02_6847_0047.txt,PERSON,olland in phen loenen en
97,stitueerende den,NL-HaNA_1.04.02_6847_0047.txt,GPE,"lings in„
stitueerende den testateur"
98,natelatene,NL-HaNA_1.04.02_6847_0047.txt,PERSON,zijn gem: natelatene kond of k
99,Erfgename,NL-HaNA_1.04.02_6847_0047.txt,GPE,Zyn meede Erfgename bij deese
100,deesen,NL-HaNA_1.04.02_6847_0047.txt,GPE,"ename bij deesen,
En de te"
101,almeede ter generaale,NL-HaNA_1.04.02_6847_0047.txt,PERSON,estatrice almeede ter generaale dispositi
102,umverseele Erfgenamen,NL-HaNA_1.04.02_6847_0047.txt,PERSON,eenige en umverseele Erfgenamen van alle 
103,gesondert,NL-HaNA_1.04.02_6847_0047.txt,PERSON,"eene
mijt gesondert te nomine"
104,nomineeren,NL-HaNA_1.04.02_6847_0047.txt,GPE,ondert te nomineeren en instit
105,haer man den tessatenr,NL-HaNA_1.04.02_6847_0047.txt,PERSON,"titueeren haer man den tessatenr en haar
v"
106,Johanna mogdalena,NL-HaNA_1.04.02_6847_0047.txt,PERSON,rkinderen Johanna mogdalena omtrent n
107,dirk leendert,NL-HaNA_1.04.02_6847_0047.txt,PERSON," negen en dirk leendert
omtrent E"
108,Samarang,NL-HaNA_1.04.02_6847_0047.txt,GPE,urger van Samarang voor de e
109,"aflijvig
",NL-HaNA_1.04.02_6847_0047.txt,PERSON,"er wereld aflijvig
wordende d"
110,anderhelft,NL-HaNA_1.04.02_6847_0047.txt,ORG,s gemelde anderhelft door haar
111,ingelijke geelen,NL-HaNA_1.04.02_6847_0047.txt,PERSON, er drien ingelijke geelen alle meed
112,Sagt aen den,NL-HaNA_1.04.02_6847_0063.txt,GPE, voorszz: Sagt aen den testateur
113,Effecte,NL-HaNA_1.04.02_6847_0063.txt,GPE, volkomen Effecte mogte gem
114,Coadcel,NL-HaNA_1.04.02_6847_0063.txt,ORG,"sta„
ment Coadcel gifte ter"
115,zulx 't selve,NL-HaNA_1.04.02_6847_0063.txt,ORG,ste wille zulx 't selve best na r
116,beneficinin van alle,NL-HaNA_1.04.02_6847_0063.txt,PERSON,"et nobile beneficinin van alle
regt en d"
117,huyse van den,NL-HaNA_1.04.02_6847_0063.txt,PERSON,teerd ten huyse van den testateur
118,Ian Carelszen,NL-HaNA_1.04.02_6847_0063.txt,PERSON,entie van Ian Carelszen Zoaelitbr
119,Zoaelitbra,NL-HaNA_1.04.02_6847_0063.txt,PERSON,"Carelszen Zoaelitbra„
ham Simo"
120,Simonoz,NL-HaNA_1.04.02_6847_0063.txt,ORG,"tbra„
ham Simonoz Clercq: a"
121,ro onderstond/,NL-HaNA_1.04.02_6847_0063.txt,ORG,"7
van een ro onderstond/ quod atte"
122,quod attestor /was,NL-HaNA_1.04.02_6847_0063.txt,PERSON,derstond/ quod attestor /was getekend 
123,getekend M,NL-HaNA_1.04.02_6847_0063.txt,PERSON,stor /was getekend M: D: V: Ha
124,weeck gelesen,NL-HaNA_1.04.02_6847_0063.txt,PERSON," hier ter weeck gelesen en
geregi"
125,dato,NL-HaNA_1.04.02_6847_0063.txt,PERSON,"lutie van dato rescoba„
"
126,karra,NL-HaNA_1.04.02_6847_0063.txt,GPE,"rescoba„
„karra in de wee"
127,/ompijag,NL-HaNA_1.04.02_6847_0063.txt,ORG," / getek: /ompijag seraat
Ja"
128,Jacob Adolff,NL-HaNA_1.04.02_6847_0063.txt,PERSON,"ag seraat
Jacob Adolff ver Mehr
"
129,Heeden,NL-HaNA_1.04.02_6847_0063.txt,PERSON,„o 20. op Heeden den 31:' 
130,Egbert Blomhert,NL-HaNA_1.04.02_6847_0063.txt,PERSON,r mij m:r Egbert Blomhert not:o per
131,notario,NL-HaNA_1.04.02_6847_0063.txt,PERSON," Blomhert not:o perbt
bij d"
132,"perbt
",NL-HaNA_1.04.02_6847_0063.txt,PERSON,"t not:o perbt
bij de Edele"
133,nederlands india,NL-HaNA_1.04.02_6847_0063.txt,GPE,nge van nederlands india g’admisseer
134,deshad ba,NL-HaNA_1.04.02_6847_0063.txt,PERSON," binnen deshad ba„
favra resi"
135,"Jacob

",NL-HaNA_1.04.02_6847_0063.txt,PERSON,"gen E:s Jacob

Adolff ver M"
136,roea,NL-HaNA_1.04.02_6847_0063.txt,ORG,"e
op de roea malacca bin"
137,onaangesien,NL-HaNA_1.04.02_6847_0063.txt,PERSON, Comp:s onaangesien zijn zieken
138,swakke,NL-HaNA_1.04.02_6847_0063.txt,GPE,"eken en swakke staat
zijn "
139,onverwaarde,NL-HaNA_1.04.02_6847_0063.txt,GPE,tand en onverwaarde uit sproke 
140,sproke,NL-HaNA_1.04.02_6847_0063.txt,GPE,rde uit sproke en gaf te k
141,wesen,NL-HaNA_1.04.02_6847_0063.txt,GPE,egen te wesen om over zyn
142,zyne tijdelyke,NL-HaNA_1.04.02_6847_0063.txt,PERSON,om over zyne tijdelyke goederen te
143,Keroratie,NL-HaNA_1.04.02_6847_0063.txt,PERSON,ren met Keroratie van alle zi
144,Codirallen,NL-HaNA_1.04.02_6847_0063.txt,ORG,"en„
ten Codirallen
ans op nieu"
145,gispioneerende zoo,NL-HaNA_1.04.02_6847_0063.txt,PERSON, nieuws gispioneerende zoo verklaarde 
146,Consoam t,NL-HaNA_1.04.02_6847_0063.txt,ORG,nkelijk Consoam t haar hoog E
147,prealabel,NL-HaNA_1.04.02_6847_0063.txt,PERSON,ond pij prealabel door mij wa
148,Tsindra,NL-HaNA_1.04.02_6847_0063.txt,PERSON,"n wij H Tsindra van boe„
gi"
149,Rosina van maccasser,NL-HaNA_1.04.02_6847_0063.txt,PERSON,"un kind Rosina van maccasser, Jasson van"
150,Jasson,NL-HaNA_1.04.02_6847_0063.txt,PERSON,"casser, Jasson van boegis
"
151,sijn wijff,NL-HaNA_1.04.02_6847_0063.txt,PERSON,"gis
met sijn wijff manies van "
152,Ternaten,NL-HaNA_1.04.02_6847_0063.txt,PERSON,ies van Ternaten mitsg:s hun
153,mitsg,NL-HaNA_1.04.02_6847_0063.txt,PERSON,ernaten mitsg:s hunne kin
154,Catharina Susanna van Heuven wed,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"vig
Just= Catharina Susanna van Heuven wed:e van
dE "
155,Etzardus Rotgers,NL-HaNA_1.04.02_6847_0050.txt,PERSON,":e van
dE Etzardus Rotgers /en l / o"
156,/en l / ond,NL-HaNA_1.04.02_6847_0050.txt,ORG,s Rotgers /en l / ond:r koopm: 
157,r koopm,NL-HaNA_1.04.02_6847_0050.txt,PERSON,n l / ond:r koopm: in diens
158,legitime,NL-HaNA_1.04.02_6847_0050.txt,PERSON,e voorsz: legitime portie de
159,affiermeerende den,NL-HaNA_1.04.02_6847_0050.txt,PERSON,tutie als affiermeerende den heer test
160,heer testa,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"rende den heer testa„
ten geen"
161,laastelijk versoekt,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"e hebben,
laastelijk versoekt den heer "
162,Cornelis de kock ordr,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"ichaam de Cornelis de kock ordr
Clercq en"
163,mons,NL-HaNA_1.04.02_6847_0050.txt,PERSON,Clercq en mons:r Johan J
164,Johan Jacob muller,NL-HaNA_1.04.02_6847_0050.txt,PERSON,en mons:r Johan Jacob muller Chirurgin
165,Executeur,NL-HaNA_1.04.02_6847_0050.txt,GPE,euren tot Executeur of Execut
166,Executrice,NL-HaNA_1.04.02_6847_0050.txt,ORG,cuteur of Executrice van dez t
167,von zijn ofte,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"esooister von zijn ofte haar
begr"
168,regeerende,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"toesiende regeerende als
Carmi"
169,Testateur,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"
den haer Testateur daar en b"
170,Executeure,NL-HaNA_1.04.02_6847_0050.txt,ORG,"s dan tot Executeure en redde
"
171,verolken,NL-HaNA_1.04.02_6847_0050.txt,GPE,tensz: te verolken en aan te
172,Edele gestr,NL-HaNA_1.04.02_6847_0050.txt,PERSON,n den wel Edele gestr: heer m:r
173,"maurits

",NL-HaNA_1.04.02_6847_0050.txt,PERSON," heer m:r maurits

l:
Theodor"
174,Theodorus Hilgers,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"urits

l:
Theodorus Hilgers raad Extr"
175,george willem,NL-HaNA_1.04.02_6847_0050.txt,PERSON,nevens de george willem Ransche o
176,Casteele,NL-HaNA_1.04.02_6847_0050.txt,PERSON,en deeser Casteele en den vo
177,en den voorn,NL-HaNA_1.04.02_6847_0050.txt,PERSON, Casteele en den voorn: E. Corne
178,E. Cornelis,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"en voorn: E. Cornelis
de kok ge"
179,t bijsonder,NL-HaNA_1.04.02_6847_0050.txt,PERSON," ieder in t bijsonder hierom„
t"
180,authoriteyt,NL-HaNA_1.04.02_6847_0050.txt,GPE,"e magt en authoriteyt
„
als na "
181,Surregatie,NL-HaNA_1.04.02_6847_0050.txt,GPE,assumptie Surregatie en Zubsti
182,solle,NL-HaNA_1.04.02_6847_0050.txt,GPE,"het Eerw: solle
gie van h"
183,Curator aalites deser steede onaangesien,NL-HaNA_1.04.02_6847_0050.txt,ORG,"alleen
dE Curator aalites deser steede onaangesien de pread„"
184,Execut,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"ateur tot Execut:
over zyn"
185,voeker,NL-HaNA_1.04.02_6847_0050.txt,PERSON,"biedig
te voeker de wel Ed"
186,Effecte,NL-HaNA_1.04.02_6847_0065.txt,GPE, volkomen Effecte mogte gem
187,Coarcil,NL-HaNA_1.04.02_6847_0065.txt,GPE,"sta„
ment Coarcil gifte ter"
188,zulx 't selve,NL-HaNA_1.04.02_6847_0065.txt,ORG,ste wille zulx 't selve best na r
189,Tine,NL-HaNA_1.04.02_6847_0065.txt,PERSON, ten dien Tine het nobil
190,beneficinin,NL-HaNA_1.04.02_6847_0065.txt,PERSON,"et nobile beneficinin van alle
"
191,huijse van den,NL-HaNA_1.04.02_6847_0065.txt,PERSON,teerd ten huijse van den testateur
192,Ian Carelszen,NL-HaNA_1.04.02_6847_0065.txt,PERSON,entie van Ian Carelszen Zael Abra
193,Zael,NL-HaNA_1.04.02_6847_0065.txt,ORG,"Carelszen Zael Abra„
ham"
194,Simonoz,NL-HaNA_1.04.02_6847_0065.txt,ORG,"Abra„
ham Simonoz Clercq: a"
195,onderstond/,NL-HaNA_1.04.02_6847_0065.txt,GPE,n een rd: onderstond/ quod atte
196,quod attestor,NL-HaNA_1.04.02_6847_0065.txt,PERSON,derstond/ quod attestor /was gete
197,getekend M,NL-HaNA_1.04.02_6847_0065.txt,PERSON,stor /was getekend M: D: V: Ha
198,weesk gelesen,NL-HaNA_1.04.02_6847_0065.txt,GPE," hier ter weesk gelesen en
gerega"
199,kadra,NL-HaNA_1.04.02_6847_0065.txt,PERSON,"o resoba„
kadra in de wee"
200,d/ meij,NL-HaNA_1.04.02_6847_0065.txt,PERSON,9 / getek:d/ meij en serret
201,en serret,NL-HaNA_1.04.02_6847_0065.txt,PERSON,"k:d/ meij en serret:
Jacob Ad"
202,Jacob Adolff,NL-HaNA_1.04.02_6847_0065.txt,PERSON,"n serret:
Jacob Adolff ver Mehr
"
203,Heeden,NL-HaNA_1.04.02_6847_0065.txt,PERSON,„o 20. op Heeden den 31: M
204,Egbert Blomhert,NL-HaNA_1.04.02_6847_0065.txt,PERSON,r mij m:r Egbert Blomhert not:o pir
205,notario,NL-HaNA_1.04.02_6847_0065.txt,PERSON," Blomhert not:o pirbt
bij d"
206,nederlands india,NL-HaNA_1.04.02_6847_0065.txt,GPE,nge van nederlands india g’admisseer
207,"Jacob
",NL-HaNA_1.04.02_6847_0065.txt,PERSON,"en Ep:s Jacob
„
Saoljzr vo"
208,von Mena,NL-HaNA_1.04.02_6847_0065.txt,PERSON,Saoljzr von Mena boekhouder 
209,malarca,NL-HaNA_1.04.02_6847_0065.txt,PERSON,de vrea malarca binnen deze
210,onaangesien,NL-HaNA_1.04.02_6847_0065.txt,PERSON, Comp:s onaangesien zijn zieken
211,swakke,NL-HaNA_1.04.02_6847_0065.txt,GPE,"eken en swakke staat
zijn "
212,wesen,NL-HaNA_1.04.02_6847_0065.txt,PERSON,egen te wesen om over zyn
213,zyne tijdelyke,NL-HaNA_1.04.02_6847_0065.txt,PERSON,om over zyne tijdelyke goederen te
214,Keroratie,NL-HaNA_1.04.02_6847_0065.txt,PERSON,ren met Keroratie van alle zi
215,testamen,NL-HaNA_1.04.02_6847_0065.txt,GPE,"rgaande testamen„
ten Codiva"
216,Codivallen,NL-HaNA_1.04.02_6847_0065.txt,ORG,"en„
ten Codivallen
ans op nieu"
217,disponeerende zoo verklaarde den,NL-HaNA_1.04.02_6847_0065.txt,ORG, nieuwt disponeerende zoo verklaarde den zes Catenr 
218,Catenr,NL-HaNA_1.04.02_6847_0065.txt,GPE,"den zes Catenr aan
aanvank"
219,Edelens,NL-HaNA_1.04.02_6847_0065.txt,GPE,ar hoog Edelens laatste bes
220,Tsindra,NL-HaNA_1.04.02_6847_0065.txt,PERSON,"n wij H Tsindra van boe„
gi"
221,Rosina van maccasser,NL-HaNA_1.04.02_6847_0065.txt,PERSON,"un kind Rosina van maccasser, Jasson van"
222,Jasson,NL-HaNA_1.04.02_6847_0065.txt,PERSON,"casser, Jasson van boegis
"
223,Ternaten,NL-HaNA_1.04.02_6847_0065.txt,PERSON,ies van Ternaten mitsg:s min
224,mitsg,NL-HaNA_1.04.02_6847_0065.txt,PERSON,ernaten mitsg:s minne kin
225,oortjndische Comp,NL-HaNA_1.04.02_6847_0750.txt,PERSON,roijeerde oortjndische Comp: ter Rume
226,Heer teslateur,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"Eerwaarde Heer teslateur afsin
„me"
227,beeide,NL-HaNA_1.04.02_6847_0750.txt,ORG," zijn
met beeide de zelve "
228,gem,NL-HaNA_1.04.02_6847_0750.txt,ORG,"
zullende gem: Executeu"
229,Vordre,NL-HaNA_1.04.02_6847_0750.txt,PERSON,„ning aan Vordre voor de H
230,Ginereert,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"ur alhier
Ginereert te willen"
231,margine,NL-HaNA_1.04.02_6847_0750.txt,GPE,e trij in margine op dues v
232,dues vugge,NL-HaNA_1.04.02_6847_0750.txt,PERSON,argine op dues vugge Ian wel b
233,Ian,NL-HaNA_1.04.02_6847_0750.txt,PERSON,ues vugge Ian wel bij a
234,memorien,NL-HaNA_1.04.02_6847_0750.txt,PERSON,eteekende memorien of te ges
235,alsulke,NL-HaNA_1.04.02_6847_0750.txt,PERSON,ceren met alsulke legaten p
236,Eman,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"aten item Eman
„lipatie "
237,lipatie van lijf Eigenen,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"tem Eman
„lipatie van lijf Eigenen, en gedaa"
238,gedisponeerde,NL-HaNA_1.04.02_6847_0750.txt,GPE,er vooren gedisponeerde te herroe
239,vermeereeren,NL-HaNA_1.04.02_6847_0750.txt,GPE,eranderen vermeereeren af vermin
240,mitsg,NL-HaNA_1.04.02_6847_0750.txt,PERSON,rminderen mitsg:s in daan
241,"daan
",NL-HaNA_1.04.02_6847_0750.txt,PERSON,"itsg:s in daan
„stelling "
242,Executeuren,NL-HaNA_1.04.02_6847_0750.txt,GPE,lling van Executeuren en voogde
243,ginfereert,NL-HaNA_1.04.02_6847_0750.txt,GPE,"se waren, ginfereert geworden
"
244,den Eerwaarde Heer,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"ven staat den Eerwaarde Heer ter
„tate"
245,tateur duijdelijk voorgeleesen,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"Heer ter
„tateur duijdelijk voorgeleesen en bij zi"
246,mnoldument,NL-HaNA_1.04.02_6847_0750.txt,ORG,"j dat dit
mnoldument na zijn d"
247,Codicil,NL-HaNA_1.04.02_6847_0750.txt,ORG,tament of Codicil zo als be
248,getecteert,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"aan
Aldus getecteert present J"
249,Johannes Ezechiel felir,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"t present Johannes Ezechiel felir en
Leende"
250,Leendert Danielsz,NL-HaNA_1.04.02_6847_0750.txt,PERSON," felir en
Leendert Danielsz Clercquen"
251,Clercquen,NL-HaNA_1.04.02_6847_0750.txt,PERSON, Danielsz Clercquen als getui
252,/(onderstond/ quob,NL-HaNA_1.04.02_6847_0750.txt,ORG,n rijnd.s /(onderstond/ quob attestor)
253,"dalo
",NL-HaNA_1.04.02_6847_0750.txt,PERSON,"utien van dalo
deses /ond"
254,Batavia,NL-HaNA_1.04.02_6847_0750.txt,GPE,derstond/ Batavia in de wee
255,Laelé seert,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"nd/ H: N: Laelé seert:s
Johanns"
256,Herman,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"oor mij m Herman, Scheltus"
257,Scheltus,NL-HaNA_1.04.02_6847_0750.txt,PERSON,"m Herman, Scheltus notaris, "
